Hours,Temp,Irr,Type
5120,19.9,570,B
5121,21.5,693,B
5122,23.0,813,B
5123,22.5,347,B
5124,22.0,329,B
5125,21.7,355,B
5126,21.4,345,B
5127,21.0,294,B
5128,20.6,269,B
5129,20.0,177,B
5130,19.3,82,B
5131,18.4,12,B
5132,17.5,0,B
5133,16.6,0,B
5134,15.7,0,B
5135,14.8,0,B
5136,14.0,0,B
5137,13.6,0,B
5138,13.3,0,B
5139,13.0,0,B
5140,12.8,0,B
5141,12.8,4,B
5142,13.6,75,B
5143,14.5,153,A
5144,15.6,267,A
5145,16.8,379,B
5146,17.8,422,B
5147,17.9,413,B
5148,19.1,481,B
5149,19.5,427,B
5150,19.7,387,B
5151,19.6,293,B
5152,19.3,236,B
5153,18.9,178,B
5154,18.3,102,B
5155,17.4,4,B
5156,16.5,0,B
5157,15.5,0,A
5158,14.6,0,B
5159,13.6,0,B
5160,12.8,0,B
5161,12.0,0,B
5162,11.6,0,B
5163,11.1,0,B
5164,10.8,0,B
5165,10.9,6,B
5166,11.9,105,B
5167,13.1,216,B
5168,14.2,309,B
5169,15.2,408,B
5170,16.4,525,B
5171,17.3,561,B
5172,18.0,584,B
5173,18.4,517,B
5174,18.7,495,B
5175,18.6,386,B
5176,18.3,297,B
5177,17.7,202,B
5178,16.9,106,B
5179,15.9,5,B
5180,15.0,0,B
5181,14.1,0,B
5182,13.2,0,B
5183,12.3,0,B
5184,11.8,0,B
5185,11.3,0,B
5186,11.0,0,B
5187,10.7,0,B
5188,10.5,0,B
5189,10.6,6,B
5190,12.2,124,B
5191,14.0,281,B
5192,16.0,448,B
5193,17.9,574,B
5194,19.7,695,B
5195,21.2,781,B
5196,22.5,806,B
5197,23.3,773,B
5198,23.8,707,B
5199,24.0,620,B
5200,23.9,502,B
5201,23.2,348,B
5202,22.1,185,B
5203,20.6,24,B
5204,19.2,0,B
5205,17.9,0,B
5206,16.5,0,B
5207,15.1,0,B
5208,14.1,0,B
5209,12.9,0,B
5210,12.2,0,B
5211,11.5,0,B
5212,11.0,0,B
5213,11.0,6,B
5214,12.4,139,B
5215,14.1,319,A
5216,15.9,503,A
5217,17.7,669,B
5218,19.4,798,B
5219,20.7,881,B
5220,21.8,914,B
5221,22.6,892,B
5222,23.0,823,B
5223,23.1,700,B
5224,22.8,543,B
5225,21.9,365,B
5226,20.7,183,B
5227,19.1,17,B
5228,17.7,0,B
5229,16.3,0,B
5230,14.8,0,B
5231,13.4,0,B
5232,12.9,0,B
5233,12.2,0,B
5234,11.9,0,B
5235,11.6,0,B
5236,11.3,0,B
5237,11.3,2,B
5238,12.0,65,B
5239,13.1,173,A
5240,14.2,264,A
5241,15.4,369,A
5242,16.5,450,B
5243,17.5,527,B
5244,18.4,566,B
5245,19.1,576,B
5246,19.4,500,B
5247,19.5,415,B
5248,19.2,285,B
5249,18.7,193,B
5250,17.9,88,B
5251,16.9,4,B
5252,16.4,0,B
5253,15.9,0,A
5254,15.4,0,B
5255,14.9,0,B
5256,14.6,0,B
5257,14.4,0,B
5258,14.2,0,B
5259,14.2,0,B
5260,14.0,0,B
5261,14.1,1,B
5262,14.8,49,B
5263,15.7,128,A
5264,16.7,211,B
5265,17.7,293,B
5266,18.7,368,B
5267,19.7,425,B
5268,20.5,461,B
5269,21.1,443,B
5270,21.4,391,B
5271,21.6,323,B
5272,21.4,259,B
5273,21.1,184,B
5274,19.9,98,B
5275,19.5,9,B
5276,18.7,0,B
5277,17.6,0,B
5278,16.5,0,B
5279,15.3,0,B
5280,14.3,0,B
5281,13.0,0,B
5282,12.4,0,B
5283,11.7,0,B
5284,11.2,0,B
5285,11.2,3,B
5286,12.3,108,B
5287,13.7,257,A
5288,15.3,417,A
5289,16.8,552,B
5290,18.3,674,B
5291,19.6,764,B
5292,20.6,786,B
5293,21.4,787,B
5294,21.8,723,B
5295,21.9,615,B
5296,21.6,466,B
5297,20.9,314,B
5298,19.8,158,B
5299,18.5,15,B
5300,17.4,0,B
5301,16.4,0,B
5302,15.3,0,B
5303,14.2,0,B
5304,13.9,0,B
5305,13.4,0,B
5306,13.2,0,B
5307,12.9,0,B
5308,12.7,0,B
5309,12.8,4,B
5310,14.4,132,B
5311,16.6,335,B
5312,18.5,471,B
5313,20.5,627,B
5314,22.4,768,B
5315,22.8,536,B
5316,23.3,592,B
5317,23.9,640,B
5318,23.9,511,B
5319,23.9,461,B
5320,23.3,326,B
5321,22.5,240,B
5322,21.5,127,B
5323,20.2,5,B
5324,19.3,0,B
5325,18.5,0,B
5326,17.6,0,B
5327,16.7,0,B
5328,16.2,0,B
5329,15.6,0,B
5330,15.3,0,B
5331,15.0,0,B
5332,14.8,0,B
5333,14.8,3,B
5334,16.1,106,B
5335,17.7,252,B
5336,19.6,417,B
5337,21.5,571,B
5338,23.2,695,B
5339,24.8,770,B
5340,25.9,780,B
5341,26.8,763,B
5342,27.3,691,B
5343,27.4,583,B
5344,27.1,449,B
5345,26.3,289,B
5346,25.1,137,B
5347,23.7,8,B
5348,22.8,0,B
5349,21.9,0,B
5350,21.0,0,B
5351,20.1,0,B
5352,19.5,0,B
5353,18.9,0,B
5354,18.6,0,B
5355,18.3,0,B
5356,18.0,0,B
5357,18.0,2,B
5358,18.8,69,B
5359,19.7,153,B
5360,20.7,250,B
5361,21.8,353,B
5362,23.0,457,B
5363,24.0,527,B
5364,24.9,561,B
5365,25.4,492,B
5366,25.6,439,B
5367,25.6,361,B
5368,25.4,263,B
5369,24.8,172,B
5370,24.1,75,B
5371,23.2,3,B
5372,22.3,0,B
5373,21.5,0,B
5374,20.5,0,B
5375,19.7,0,B
5376,18.5,0,B
5377,18.3,0,B
5378,17.9,0,B
5379,17.5,0,B
5380,17.3,0,B
5381,17.3,1,B
5382,17.7,47,B
5383,18.4,128,B
5384,19.0,209,B
5385,19.6,248,B
5386,20.4,310,B
5387,20.7,289,B
5388,20.8,233,B
5389,21.0,277,B
5390,21.0,253,B
5391,20.6,191,B
5392,20.0,167,B
5393,18.7,97,B
5394,19.8,50,B
5395,19.7,3,B
5396,18.9,0,B
5397,18.1,0,B
5398,17.4,0,B
5399,16.6,0,B
5400,16.1,0,B
5401,15.6,0,B
5402,15.3,0,B
5403,15.0,0,B
5404,14.8,0,B
5405,14.8,2,B
5406,16.2,110,B
5407,18.1,278,B
5408,20.2,456,B
5409,22.2,620,B
5410,24.2,746,B
5411,25.9,831,B
5412,27.2,863,B
5413,28.2,843,B
5414,28.8,776,B
5415,29.0,661,B
5416,28.7,507,B
5417,27.9,331,B
5418,26.6,155,B
5419,25.1,9,B
5420,24.0,0,B
5421,22.8,0,B
5422,21.7,0,B
5423,20.6,0,B
5424,19.7,0,B
5425,18.9,0,B
5426,18.5,0,B
5427,18.1,0,B
5428,17.8,0,B
5429,17.8,1,B
5430,17.7,33,B
5431,18.4,78,B
5432,20.5,467,B
5433,21.7,464,B
5434,22.9,592,B
5435,22.3,69,B
5436,22.3,252,B
5437,23.8,968,B
5438,24.4,615,B
5439,23.5,55,B
5440,22.7,42,B
5441,22.1,27,B
5442,21.5,13,B
5443,20.9,2,B
5444,19.9,0,B
5445,19.0,0,B
5446,18.0,0,B
5447,17.0,0,B
5448,16.1,0,B
5449,15.0,0,B
5450,14.5,0,B
5451,13.9,0,B
5452,13.5,0,B
5453,13.4,1,B
5454,14.6,106,B
5455,16.3,270,B
5456,18.2,446,B
5457,20.1,608,B
5458,21.8,739,B
5459,23.4,822,B
5460,24.6,853,B
5461,25.4,828,B
5462,26.0,762,B
5463,26.1,646,B
5464,25.8,492,B
5465,24.9,317,B
5466,23.7,143,B
5467,22.2,6,B
5468,21.2,0,B
5469,20.2,0,B
5470,19.2,0,B
5471,18.2,0,B
5472,17.7,0,B
5473,17.2,0,B
5474,16.9,0,B
5475,16.6,0,B
5476,16.4,0,B
5477,16.4,1,B
5478,17.6,99,B
5479,19.4,260,B
5480,21.4,433,B
5481,23.4,591,B
5482,25.3,717,B
5483,26.9,795,B
5484,28.2,830,B
5485,29.2,819,B
5486,29.8,759,B
5487,30.0,646,B
5488,29.8,493,B
5489,29.0,319,B
5490,27.7,146,B
5491,26.3,8,B
5492,25.3,0,B
5493,24.3,0,B
5494,23.3,0,B
5495,22.3,0,B
5496,21.6,0,B
5497,20.8,0,B
5498,20.4,0,B
5499,19.9,0,B
5500,19.6,0,B
5501,19.6,1,B
5502,20.6,87,B
5503,22.2,238,B
5504,23.8,382,B
5505,25.3,483,B
5506,26.8,620,B
5507,28.1,658,B
5508,29.1,713,B
5509,29.8,656,B
5510,30.2,611,B
5511,30.4,545,B
5512,30.1,412,B
5513,29.5,283,B
5514,28.5,142,B
5515,27.3,9,B
5516,26.2,0,B
5517,25.2,0,B
5518,24.1,0,B
5519,23.1,0,B
5520,22.4,0,B
5521,21.7,0,B
5522,21.4,0,B
5523,21.1,0,B
5524,20.9,0,B
5525,20.9,1,B
5526,21.9,85,B
5527,23.3,232,B
5528,24.9,391,B
5529,26.5,529,B
5530,28.0,643,B
5531,29.3,713,B
5532,30.4,758,B
5533,31.3,767,O
5534,31.8,671,O
5535,32.0,576,O
5536,31.8,427,O
5537,31.2,280,O
5538,30.3,127,B
5539,29.2,4,B
5540,27.9,0,B
5541,26.6,0,B
5542,25.3,0,B
5543,23.9,0,B
5544,22.6,0,B
5545,21.1,0,B
5546,20.3,0,B
5547,19.5,0,B
5548,18.9,0,B
5549,18.8,1,B
5550,19.7,83,B
5551,21.0,225,B
5552,22.4,375,B
5553,23.9,520,B
5554,25.3,653,B
5555,26.6,743,B
5556,27.7,773,B
5557,28.4,764,B
5558,28.8,687,B
5559,28.9,558,B
5560,28.6,424,B
5561,27.8,260,B
5562,26.8,113,B
5563,25.5,3,B
5564,24.1,0,B
5565,22.6,0,B
5566,21.2,0,B
5567,19.7,0,B
5568,18.8,0,B
5569,17.8,0,B
5570,17.3,0,B
5571,16.8,0,B
5572,16.4,0,B
5573,16.3,0,B
5574,17.4,100,B
5575,19.0,268,B
5576,20.7,432,B
5577,22.2,536,B
5578,23.8,697,B
5579,24.1,446,B
5580,24.5,543,B
5581,24.9,560,B
5582,25.1,489,B
5583,25.1,469,B
5584,24.6,274,B
5585,23.8,165,B
5586,23.0,101,B
5587,22.0,6,B
5588,20.5,0,B
5589,19.1,0,B
5590,17.6,0,B
5591,16.2,0,B
5592,15.1,0,B
5593,14.0,0,B
5594,13.4,0,B
5595,12.7,0,B
5596,12.3,0,B
5597,12.2,0,B
5598,13.1,81,B
5599,14.5,235,A
5600,16.2,406,B
5601,17.9,557,B
5602,19.6,690,B
5603,21.0,776,B
5604,22.1,799,B
5605,22.9,777,B
5606,23.4,718,B
5607,23.5,601,B
5608,23.2,450,B
5609,22.4,280,B
5610,21.2,117,B
5611,19.9,3,B
5612,19.0,0,B
5613,18.1,0,B
5614,17.2,0,B
5615,16.4,0,B
5616,16.0,0,B
5617,15.6,0,B
5618,15.5,0,B
5619,15.3,0,B
5620,15.2,0,B
5621,15.0,1,B
5622,16.0,73,B
5623,16.6,105,B
5624,16.8,213,B
5625,17.6,149,B
5626,19.1,374,B
5627,18.8,63,B
5628,19.1,241,B
5629,19.0,106,B
5630,20.2,601,B
5631,21.0,535,B
5632,21.4,405,B
5633,21.6,313,B
5634,20.9,54,B
5635,20.2,1,B
5636,19.4,0,B
5637,18.6,0,B
5638,17.8,0,B
5639,17.0,0,B
5640,16.3,0,B
5641,15.4,0,B
5642,14.9,0,B
5643,14.5,0,B
5644,14.1,0,B
5645,14.0,0,B
5646,14.9,81,B
5647,16.5,251,B
5648,18.4,430,B
5649,20.1,565,B
5650,21.7,682,B
5651,22.9,699,B
5652,23.6,665,B
5653,24.1,639,B
5654,24.3,544,B
5655,24.2,471,B
5656,23.8,354,B
5657,22.9,220,B
5658,21.9,96,B
5659,20.7,1,B
5660,20.1,0,B
5661,19.6,0,B
5662,19.1,0,B
5663,18.5,0,B
5664,18.5,0,B
5665,18.5,0,B
5666,18.5,0,B
5667,18.5,0,B
5668,18.6,0,B
5669,18.6,0,B
5670,19.2,46,B
5671,20.1,132,B
5672,21.3,216,B
5673,22.4,303,B
5674,23.7,407,B
5675,24.8,475,B
5676,25.7,483,B
5677,26.4,476,B
5678,26.9,440,B
5679,27.1,366,B
5680,26.9,258,B
5681,26.4,155,B
5682,25.7,55,B
5683,24.9,1,B
5684,23.7,0,B
5685,22.5,0,B
5686,21.4,0,B
5687,20.2,0,B
5688,18.9,0,B
5689,17.5,0,B
5690,16.7,0,B
5691,15.9,0,B
5692,15.4,0,B
5693,15.2,0,B
5694,16.0,74,B
5695,17.2,223,B
5696,18.7,383,B
5697,20.2,528,B
5698,21.6,643,B
5699,22.8,714,B
5700,23.7,736,B
5701,24.4,718,B
5702,24.7,656,B
5703,24.7,546,B
5704,24.4,405,B
5705,23.6,246,B
5706,22.5,93,B
5707,21.3,1,B
5708,20.7,0,B
5709,20.1,0,B
5710,19.6,0,B
5711,19.0,0,B
5712,19.1,0,B
5713,19.2,0,B
5714,19.3,0,B
5715,19.4,0,B
5716,19.4,0,B
5717,19.4,0,B
5718,18.6,41,B
5719,20.4,95,B
5720,21.2,179,B
5721,22.4,190,B
5722,22.7,135,B
5723,23.3,238,B
5724,23.7,229,B
5725,24.5,368,B
5726,24.8,270,B
5727,25.0,241,B
5728,25.0,237,B
5729,25.1,169,B
5730,24.8,105,B
5731,24.2,6,B
5732,23.5,0,B
5733,22.7,0,B
5734,21.9,0,B
5735,21.4,0,B
5736,20.7,0,B
5737,19.9,0,B
5738,19.4,0,B
5739,19.0,0,B
5740,18.7,0,B
5741,18.6,0,B
5742,18.9,46,B
5743,19.9,128,B
5744,20.6,174,B
5745,21.6,297,B
5746,21.8,211,B
5747,22.4,324,B
5748,23.1,426,B
5749,23.6,377,B
5750,23.9,366,B
5751,24.3,452,B
5752,24.4,325,B
5753,24.4,315,B
5754,23.9,104,B
5755,23.1,4,B
5756,22.3,0,B
5757,21.4,0,B
5758,20.5,0,B
5759,19.6,0,B
5760,18.9,0,B
5761,18.4,0,B
5762,18.1,0,B
5763,17.8,0,B
5764,17.5,0,B
5765,17.3,0,B
5766,17.5,34,B
5767,16.8,121,B
5768,17.3,254,B
5769,20.0,351,B
5770,20.4,287,B
5771,20.8,301,B
5772,20.2,114,B
5773,20.2,143,B
5774,20.2,161,B
5775,19.9,48,B
5776,19.6,89,B
5777,19.4,94,B
5778,18.1,45,B
5779,18.2,1,B
5780,18.0,0,B
5781,17.0,0,B
5782,16.8,0,B
5783,16.8,0,B
5784,16.4,0,B
5785,16.0,0,B
5786,15.7,0,B
5787,15.5,0,B
5788,15.3,0,B
5789,15.3,0,B
5790,15.7,40,B
5791,17.3,216,B
5792,18.6,306,B
5793,20.4,505,B
5794,21.9,597,B
5795,22.7,509,B
5796,23.3,507,B
5797,23.6,486,B
5798,23.6,373,B
5799,23.4,312,B
5800,23.0,236,B
5801,22.4,177,B
5802,21.7,106,B
5803,20.7,1,B
5804,20.4,0,B
5805,20.0,0,B
5806,19.6,0,B
5807,19.2,0,B
5808,19.1,0,B
5809,19.0,0,B
5810,19.0,0,B
5811,18.9,0,B
5812,18.9,0,B
5813,18.9,0,B
5814,19.4,36,B
5815,20.5,134,B
5816,21.7,225,B
5817,23.1,335,B
5818,24.3,406,B
5819,25.0,345,B
5820,25.8,429,B
5821,26.3,412,B
5822,26.8,425,B
5823,27.2,419,B
5824,27.5,406,B
5825,27.4,278,B
5826,26.7,93,B
5827,25.9,1,B
5828,24.4,0,B
5829,22.9,0,B
5830,21.5,0,B
5831,20.1,0,B
5832,18.7,0,B
5833,17.3,0,B
5834,15.8,0,B
5835,14.9,0,B
5836,14.3,0,B
5837,14.2,0,B
5838,14.7,47,B
5839,15.9,166,B
5840,17.4,307,B
5841,19.2,468,B
5842,20.8,572,B
5843,22.0,605,B
5844,22.9,600,B
5845,23.7,637,B
5846,24.1,579,B
5847,24.1,435,B
5848,23.9,371,B
5849,23.2,257,B
5850,22.1,97,B
5851,20.9,1,B
5852,19.4,0,B
5853,17.9,0,B
5854,16.4,0,B
5855,14.8,0,B
5856,14.0,0,B
5857,13.1,0,B
5858,12.7,0,B
5859,12.2,0,B
5860,12.0,0,B
5861,11.9,0,B
5862,12.9,67,B
5863,14.8,236,B
5864,17.1,426,B
5865,19.4,597,B
5866,21.6,733,B
5867,23.5,816,B
5868,25.1,848,B
5869,26.2,821,B
5870,26.9,740,B
5871,27.1,614,B
5872,26.7,445,B
5873,25.7,258,B
5874,24.2,84,B
5875,22.6,0,B
5876,21.5,0,B
5877,20.3,0,B
5878,19.2,0,B
5879,18.0,0,B
5880,16.9,0,B
5881,15.8,0,B
5882,15.2,0,B
5883,14.6,0,B
5884,14.2,0,B
5885,14.1,0,B
5886,14.7,51,B
5887,16.2,185,B
5888,18.0,342,B
5889,20.0,487,B
5890,21.7,592,B
5891,23.3,669,B
5892,24.6,715,B
5893,25.5,694,B
5894,26.1,623,B
5895,26.1,500,B
5896,25.8,368,B
5897,24.8,197,B
5898,23.5,65,B
5899,22.1,0,B
5900,21.1,0,B
5901,20.0,0,B
5902,19.0,0,B
5903,17.9,0,B
5904,17.4,0,B
5905,16.9,0,B
5906,16.4,0,B
5907,16.1,0,B
5908,15.8,0,B
5909,15.7,0,B
5910,16.4,29,B
5911,18.9,212,B
5912,20.6,318,B
5913,22.7,487,B
5914,23.8,486,B
5915,24.6,476,B
5916,25.4,537,B
5917,26.3,648,B
5918,26.9,595,B
5919,27.1,498,B
5920,26.6,333,B
5921,25.7,186,B
5922,24.5,57,B
5923,23.3,0,B
5924,22.1,0,B
5925,21.0,0,B
5926,19.9,0,B
5927,18.7,0,B
5928,17.7,0,B
5929,16.6,0,B
5930,15.5,0,B
5931,15.0,0,B
5932,14.5,0,B
5933,14.1,0,B
5934,14.7,27,B
5935,16.9,211,B
5936,19.1,389,B
5937,21.1,554,B
5938,22.9,683,B
5939,24.5,770,B
5940,25.7,799,B
5941,26.6,780,B
5942,27.0,701,B
5943,27.1,579,B
5944,26.6,416,B
5945,25.6,234,B
5946,24.2,71,B
5947,22.8,0,B
5948,21.5,0,B
5949,20.3,0,B
5950,19.0,0,B
5951,17.7,0,B
5952,16.6,0,B
5953,15.3,0,B
5954,14.0,0,B
5955,13.3,0,B
5956,12.6,0,B
5957,12.1,0,B
5958,12.7,25,B
5959,14.9,203,A
5960,17.1,376,B
5961,19.2,532,B
5962,21.1,656,B
5963,22.7,736,B
5964,23.9,767,B
5965,24.7,746,B
5966,25.1,677,B
5967,25.1,554,B
5968,24.4,393,B
5969,23.2,218,B
5970,21.7,62,B
5971,20.1,0,B
5972,18.7,0,B
5973,17.2,0,B
5974,15.8,0,B
5975,14.4,0,B
5976,13.4,0,B
5977,12.3,0,B
5978,11.2,0,B
5979,10.6,0,B
5980,10.0,0,B
5981,9.5,0,B
5982,10.1,24,B
5983,12.4,207,A
5984,14.7,384,A
5985,16.9,545,B
5986,18.8,669,B
5987,20.4,746,B
5988,21.6,775,B
5989,22.4,748,B
5990,22.8,674,B
5991,22.7,549,B
5992,22.0,390,B
5993,20.7,215,B
5994,19.0,28,B
5995,18.2,0,B
5996,17.4,0,B
5997,16.5,0,B
5998,15.7,0,B
5999,14.9,0,B
6000,14.6,0,B
6001,14.3,0,B
6002,13.9,0,B
6003,13.8,0,B
6004,13.6,0,B
6005,13.5,0,B
6006,13.6,5,B
6007,14.7,83,B
6008,16.1,194,B
6009,17.3,267,B
6010,17.9,262,B
6011,18.8,348,B
6012,19.9,464,B
6013,20.7,459,B
6014,21.0,365,B
6015,21.1,331,B
6016,21.0,246,B
6017,20.3,113,B
6018,19.3,5,B
6019,18.8,0,B
6020,18.3,0,B
6021,17.7,0,B
6022,17.2,0,B
6023,16.6,0,B
6024,15.8,0,B
6025,15.5,0,B
6026,15.3,0,B
6027,14.0,0,B
6028,14.7,0,B
6029,14.6,0,B
6030,14.7,6,B
6031,15.3,57,B
6032,15.9,105,B
6033,16.5,155,B
6034,17.0,197,B
6035,17.5,226,B
6036,17.8,226,B
6037,18.1,231,B
6038,18.1,190,B
6039,18.1,150,B
6040,17.8,102,B
6041,17.5,56,B
6042,17.0,4,B
6043,16.5,0,B
6044,16.0,0,B
6045,15.5,0,B
6046,14.9,0,B
6047,14.5,0,B
6048,13.6,0,B
6049,13.8,0,B
6050,13.4,0,B
6051,12.0,0,B
6052,12.9,0,B
6053,12.9,0,B
6054,13.0,5,B
6055,13.6,49,A
6056,14.1,95,A
6057,14.7,142,A
6058,15.1,158,A
6059,15.4,163,A
6060,15.6,179,A
6061,15.8,179,A
6062,15.9,157,A
6063,15.8,131,A
6064,15.5,86,A
6065,15.3,46,A
6066,15.1,4,A
6067,14.5,0,A
6068,13.9,0,A
6069,12.9,0,A
6070,12.6,0,B
6071,11.9,0,B
6072,11.2,0,B
6073,10.1,0,B
6074,9.1,0,B
6075,8.6,0,B
6076,8.0,0,B
6077,7.6,0,B
6078,7.7,7,B
6079,8.6,87,A
6080,9.4,162,A
6081,10.1,238,A
6082,10.9,315,A
6083,11.6,353,A
6084,12.0,357,A
6085,12.3,358,A
6086,12.4,308,A
6087,12.3,240,A
6088,12.0,168,A
6089,11.4,74,A
6090,10.6,4,A
6091,10.3,0,A
6092,9.9,0,A
6093,9.6,0,A
6094,9.2,0,B
6095,8.9,0,B
6096,9.0,0,B
6097,9.1,0,B
6098,9.2,0,B
6099,9.3,0,B
6100,9.2,0,B
6101,9.4,0,B
6102,9.8,13,B
6103,10.7,67,A
6104,11.3,99,A
6105,12.2,174,A
6106,13.2,263,A
6107,14.1,288,A
6108,14.8,311,A
6109,15.1,252,A
6110,15.3,225,A
6111,15.4,212,A
6112,15.1,127,A
6113,14.6,74,A
6114,13.9,3,A
6115,13.6,0,A
6116,13.2,0,A
6117,12.1,0,A
6118,12.3,0,B
6119,12.1,0,B
6120,11.7,0,B
6121,11.3,0,B
6122,10.8,0,B
6123,10.5,0,B
6124,10.3,0,B
6125,10.2,0,B
6126,10.3,8,B
6127,11.3,87,A
6128,12.3,165,A
6129,13.2,233,A
6130,14.1,318,A
6131,14.8,334,A
6132,15.0,353,A
6133,15.6,291,A
6134,15.6,254,A
6135,15.5,197,A
6136,15.0,125,A
6137,14.5,65,A
6138,13.8,3,A
6139,13.4,0,A
6140,13.0,0,A
6141,12.6,0,A
6142,12.2,0,B
6143,11.8,0,B
6144,11.5,0,B
6145,11.3,0,B
6146,11.0,0,B
6147,10.9,0,B
6148,10.7,0,B
6149,10.6,0,B
6150,11.0,14,B
6151,13.5,185,A
6152,15.9,362,A
6153,18.3,520,B
6154,20.4,633,B
6155,22.1,708,B
6156,23.4,727,B
6157,24.2,694,B
6158,24.6,616,B
6159,24.6,498,B
6160,23.9,339,B
6161,22.6,170,B
6162,20.9,10,B
6163,20.1,0,B
6164,19.3,0,B
6165,18.5,0,B
6166,17.7,0,B
6167,16.9,0,B
6168,16.3,0,B
6169,15.5,0,B
6170,14.8,0,B
6171,14.4,0,B
6172,14.0,0,B
6173,13.6,0,B
6174,13.9,7,B
6175,14.7,81,B
6176,15.6,162,B
6177,16.4,232,B
6178,17.1,272,B
6179,17.7,319,B
6180,18.1,329,B
6181,18.3,284,B
6182,18.3,248,B
6183,18.2,184,B
6184,17.9,129,B
6185,17.3,60,B
6186,16.7,3,B
6187,15.6,0,B
6188,15.4,0,B
6189,14.8,0,B
6190,14.1,0,B
6191,13.5,0,B
6192,13.1,0,B
6193,12.6,0,B
6194,12.2,0,B
6195,12.0,0,B
6196,11.8,0,B
6197,11.6,0,B
6198,11.7,3,B
6199,12.1,36,B
6200,13.3,145,B
6201,14.2,188,B
6202,16.2,444,B
6203,17.9,515,B
6204,18.3,316,B
6205,18.5,282,B
6206,18.9,389,B
6207,19.6,499,B
6208,19.9,385,B
6209,19.4,188,B
6210,18.4,16,B
6211,17.6,0,B
6212,16.8,0,B
6213,16.1,0,B
6214,15.3,0,B
6215,14.5,0,B
6216,13.7,0,B
6217,12.9,0,B
6218,12.1,0,B
6219,11.7,0,B
6220,11.3,0,B
6221,10.9,0,B
6222,10.9,3,B
6223,10.9,20,A
6224,10.9,44,A
6225,10.8,59,A
6226,10.9,78,A
6227,11.0,84,A
6228,10.8,87,A
6229,10.8,79,A
6230,10.5,69,A
6231,10.5,62,A
6232,10.5,44,A
6233,9.8,22,A
6234,8.4,2,A
6235,9.8,0,A
6236,9.9,0,A
6237,9.9,0,A
6238,8.9,0,B
6239,9.4,0,B
6240,10.0,0,B
6241,10.4,0,B
6242,10.7,0,B
6243,10.9,0,B
6244,11.2,0,B
6245,11.3,0,B
6246,11.5,2,B
6247,12.0,26,A
6248,12.5,59,A
6249,14.0,220,A
6250,14.0,51,A
6251,15.1,279,A
6252,17.8,714,B
6253,20.1,788,B
6254,20.9,504,B
6255,21.4,401,B
6256,20.7,129,B
6257,19.7,17,B
6258,18.8,2,B
6259,18.2,0,B
6260,17.6,0,B
6261,17.0,0,B
6262,16.5,0,B
6263,15.9,0,B
6264,14.7,0,B
6265,13.5,0,B
6266,12.3,0,B
6267,11.7,0,B
6268,11.0,0,B
6269,10.5,0,B
6270,10.7,8,B
6271,11.8,118,A
6272,13.0,224,A
6273,14.1,316,A
6274,15.1,400,A
6275,15.8,417,A
6276,16.4,453,B
6277,16.8,448,B
6278,17.1,429,B
6279,17.0,340,B
6280,16.6,215,B
6281,15.8,86,A
6282,14.8,2,A
6283,13.9,0,A
6284,13.1,0,A
6285,12.2,0,A
6286,11.3,0,B
6287,10.4,0,B
6288,9.9,0,B
6289,9.4,0,B
6290,8.9,0,B
6291,8.6,0,B
6292,8.3,0,B
6293,8.1,0,B
6294,8.3,7,B
6295,9.9,130,A
6296,11.8,278,A
6297,13.7,421,A
6298,15.1,482,A
6299,16.3,537,B
6300,17.4,585,B
6301,18.1,572,B
6302,18.6,540,B
6303,18.6,432,B
6304,18.1,279,B
6305,17.0,116,B
6306,15.6,2,A
6307,15.1,0,A
6308,14.6,0,A
6309,14.1,0,A
6310,13.5,0,B
6311,13.0,0,B
6312,12.7,0,B
6313,12.4,0,B
6314,12.0,0,B
6315,11.9,0,B
6316,11.7,0,B
6317,11.6,0,B
6318,11.6,2,B
6319,12.7,86,A
6320,13.9,173,A
6321,15.0,248,A
6322,15.9,301,A
6323,16.6,321,B
6324,17.2,340,B
6325,17.6,319,B
6326,17.7,289,B
6327,17.7,237,B
6328,17.4,172,B
6329,16.9,78,B
6330,16.1,2,B
6331,15.4,0,A
6332,14.8,0,A
6333,14.1,0,A
6334,13.4,0,B
6335,12.8,0,B
6336,12.2,0,B
6337,11.5,0,B
6338,10.9,0,B
6339,10.5,0,B
6340,10.2,0,B
6341,10.0,0,B
6342,10.0,2,B
6343,11.2,101,B
6344,12.6,217,B
6345,14.1,333,B
6346,15.5,455,B
6347,16.8,514,B
6348,17.7,529,B
6349,18.2,482,B
6350,18.2,350,B
6351,18.1,304,B
6352,17.6,211,B
6353,16.7,108,B
6354,15.7,3,B
6355,15.0,0,B
6356,14.3,0,B
6357,13.7,0,B
6358,13.0,0,B
6359,12.3,0,B
6360,11.8,0,B
6361,11.3,0,B
6362,10.8,0,B
6363,10.5,0,B
6364,10.2,0,B
6365,10.0,0,B
6366,10.0,4,B
6367,11.4,107,B
6368,13.2,255,B
6369,15.1,399,B
6370,16.8,498,B
6371,18.0,537,B
6372,18.9,539,B
6373,19.5,520,B
6374,19.9,506,B
6375,19.9,387,B
6376,19.6,311,B
6377,18.7,151,B
6378,17.4,8,B
6379,16.9,0,B
6380,16.4,0,B
6381,15.9,0,B
6382,15.4,0,B
6383,14.9,0,B
6384,14.6,0,B
6385,14.4,0,B
6386,14.2,0,B
6387,14.1,0,B
6388,14.0,0,B
6389,13.9,0,B
6390,14.2,12,B
