Hours,Temp,Irr,Type
2578,10.1,666,A
2579,11.4,739,A
2580,12.4,755,A
2581,13.1,726,A
2582,13.5,671,A
2583,13.6,573,A
2584,13.2,416,A
2585,12.4,254,A
2586,11.1,95,A
2587,9.8,1,A
2588,8.3,0,A
2589,6.9,0,A
2590,5.4,0,B
2591,3.9,0,B
2592,3.2,0,B
2593,2.3,0,B
2594,1.8,0,B
2595,1.3,0,B
2596,1.0,0,B
2597,0.9,0,B
2598,1.8,73,B
2599,3.3,211,A
2600,5.0,365,A
2601,6.7,502,A
2602,8.3,606,A
2603,9.6,669,A
2604,10.7,694,A
2605,11.5,677,A
2606,11.9,611,A
2607,12.0,509,A
2608,11.6,383,A
2609,10.8,232,A
2610,9.7,90,A
2611,8.4,1,A
2612,7.8,0,A
2613,7.2,0,A
2614,6.5,0,B
2615,5.9,0,B
2616,5.8,0,B
2617,5.6,0,B
2618,5.5,0,B
2619,5.5,0,B
2620,5.4,0,B
2621,5.4,1,B
2622,5.8,44,B
2623,6.4,98,A
2624,7.0,126,A
2625,7.5,127,A
2626,7.9,184,A
2627,8.7,214,A
2628,9.0,221,A
2629,9.1,198,A
2630,9.2,144,A
2631,9.2,163,A
2632,9.4,199,A
2633,9.4,144,A
2634,9.0,56,A
2635,7.9,2,A
2636,7.5,0,A
2637,7.3,0,A
2638,5.8,0,B
2639,4.2,0,B
2640,5.6,0,B
2641,4.5,0,B
2642,4.7,0,B
2643,4.6,0,B
2644,4.4,0,B
2645,4.4,1,B
2646,5.1,50,B
2647,5.9,123,B
2648,5.7,41,B
2649,5.7,56,B
2650,6.6,264,B
2651,7.5,331,B
2652,8.7,509,B
2653,9.3,390,B
2654,9.9,433,B
2655,10.2,360,B
2656,10.0,172,B
2657,9.6,125,B
2658,9.0,20,B
2659,8.3,1,B
2660,7.8,0,B
2661,7.3,0,B
2662,6.8,0,B
2663,6.2,0,B
2664,5.8,0,B
2665,5.0,0,B
2666,5.1,0,B
2667,4.8,0,B
2668,4.6,0,B
2669,4.6,0,B
2670,4.7,8,B
2671,5.2,66,B
2672,6.2,179,B
2673,7.1,232,B
2674,9.2,591,B
2675,11.8,913,B
2676,12.5,485,B
2677,12.4,276,B
2678,12.6,403,B
2679,12.7,389,B
2680,12.4,220,B
2681,11.5,62,B
2682,10.6,9,B
2683,9.8,1,B
2684,9.3,0,B
2685,8.8,0,B
2686,8.4,0,B
2687,7.9,0,B
2688,7.5,0,B
2689,7.1,0,B
2690,6.7,0,B
2691,6.8,0,B
2692,6.6,0,B
2693,6.6,1,B
2694,7.0,32,B
2695,7.9,108,A
2696,8.8,178,A
2697,10.1,298,A
2698,11.3,386,A
2699,12.6,469,A
2700,13.4,437,A
2701,13.8,380,A
2702,14.1,367,A
2703,14.4,387,A
2704,14.4,291,A
2705,14.2,224,A
2706,13.6,125,A
2707,12.8,8,A
2708,11.7,0,A
2709,10.7,0,A
2710,9.7,0,B
2711,8.6,0,B
2712,7.7,0,B
2713,6.7,0,B
2714,6.2,0,B
2715,5.6,0,B
2716,5.3,0,B
2717,5.2,1,B
2718,5.7,49,B
2719,6.4,130,A
2720,7.2,205,A
2721,8.0,288,A
2722,8.7,331,A
2723,9.3,382,A
2724,9.7,350,A
2725,10.0,367,A
2726,10.2,349,A
2727,10.2,285,A
2728,10.0,224,A
2729,9.6,136,A
2730,9.0,56,A
2731,8.3,1,A
2732,7.9,0,A
2733,7.1,0,A
2734,7.1,0,B
2735,6.7,0,B
2736,7.0,0,B
2737,7.1,0,B
2738,7.2,0,B
2739,7.3,0,B
2740,7.4,0,B
2741,7.4,1,B
2742,8.1,42,B
2743,9.0,108,A
2744,10.0,173,A
2745,10.8,235,A
2746,11.8,282,A
2747,12.6,319,A
2748,13.3,323,A
2749,13.7,308,A
2750,14.0,270,A
2751,14.0,231,A
2752,13.9,193,A
2753,13.5,112,A
2754,12.0,43,A
2755,12.0,1,A
2756,11.6,0,A
2757,10.7,0,A
2758,9.8,0,B
2759,8.6,0,B
2760,7.9,0,B
2761,6.9,0,B
2762,6.3,0,B
2763,5.7,0,B
2764,5.3,0,B
2765,5.3,3,B
2766,6.1,69,B
2767,6.8,133,A
2768,7.9,257,A
2769,9.6,472,A
2770,11.3,599,A
2771,12.7,673,A
2772,13.8,690,A
2773,14.7,717,A
2774,15.1,582,A
2775,15.2,506,A
2776,14.8,332,A
2777,13.9,157,A
2778,12.7,44,A
2779,11.6,1,A
2780,11.0,0,A
2781,10.3,0,A
2782,9.7,0,B
2783,9.1,0,B
2784,8.8,0,B
2785,8.6,0,B
2786,8.4,0,B
2787,8.0,0,B
2788,7.4,0,B
2789,8.3,1,B
2790,9.0,47,B
2791,9.8,107,A
2792,10.6,171,A
2793,11.3,219,A
2794,12.0,280,A
2795,12.9,310,A
2796,13.5,337,A
2797,13.9,309,A
2798,14.1,293,A
2799,14.3,258,A
2800,14.2,198,A
2801,13.9,123,A
2802,13.3,48,A
2803,12.7,1,A
2804,11.6,0,A
2805,10.5,0,A
2806,9.5,0,B
2807,8.4,0,B
2808,7.3,0,B
2809,6.1,0,B
2810,5.5,0,B
2811,4.8,0,B
2812,4.3,0,B
2813,4.3,1,B
2814,5.4,92,B
2815,7.4,293,B
2816,9.2,407,B
2817,10.6,482,B
2818,12.2,657,B
2819,13.0,563,B
2820,13.7,591,B
2821,13.8,462,B
2822,14.0,505,B
2823,14.4,601,B
2824,14.3,420,B
2825,13.7,297,B
2826,12.7,136,B
2827,11.5,9,B
2828,9.9,0,B
2829,8.3,0,B
2830,6.7,0,B
2831,5.1,0,B
2832,4.1,0,B
2833,2.9,0,B
2834,2.2,0,B
2835,1.5,0,B
2836,1.0,0,B
2837,0.9,4,B
2838,2.1,122,B
2839,3.7,290,B
2840,5.3,463,B
2841,7.0,621,B
2842,8.5,744,B
2843,9.8,818,B
2844,10.8,847,B
2845,11.5,809,B
2846,11.7,720,B
2847,11.7,603,B
2848,11.2,452,B
2849,10.3,285,B
2850,9.0,120,B
2851,7.5,3,B
2852,6.2,0,B
2853,4.8,0,B
2854,3.4,0,B
2855,2.0,0,B
2856,1.6,0,B
2857,1.1,0,B
2858,0.7,0,B
2859,0.3,0,B
2860,0.0,0,B
2861,-0.2,1,B
2862,0.5,70,B
2863,1.6,189,A
2864,2.8,320,A
2865,4.2,468,A
2866,5.3,523,A
2867,6.4,638,A
2868,7.1,626,A
2869,7.8,645,A
2870,8.1,616,A
2871,8.5,649,A
2872,8.5,510,A
2873,7.9,328,A
2874,6.9,146,A
2875,5.7,10,A
2876,6.0,0,A
2877,6.3,0,A
2878,6.7,0,B
2879,7.0,0,B
2880,7.8,0,B
2881,8.7,0,B
2882,9.0,0,B
2883,9.4,0,B
2884,9.5,0,B
2885,9.8,3,B
2886,10.1,38,B
2887,10.3,92,A
2888,12.5,148,A
2889,13.4,176,A
2890,14.0,193,A
2891,14.6,191,A
2892,14.8,176,A
2893,15.1,161,A
2894,15.2,137,A
2895,15.1,96,A
2896,15.0,104,A
2897,14.9,82,A
2898,14.5,33,A
2899,14.1,2,A
2900,13.7,0,A
2901,13.3,0,A
2902,12.9,0,B
2903,12.5,0,B
2904,11.3,0,B
2905,10.0,0,B
2906,9.3,0,B
2907,8.6,0,B
2908,8.0,0,B
2909,8.1,6,B
2910,9.5,149,B
2911,11.3,336,A
2912,13.2,528,A
2913,15.0,696,A
2914,16.7,826,B
2915,18.1,906,B
2916,19.1,930,B
2917,19.9,898,B
2918,20.3,813,B
2919,20.3,685,B
2920,19.8,514,B
2921,18.9,325,B
2922,17.6,142,B
2923,16.1,5,B
2924,15.1,0,A
2925,14.2,0,A
2926,13.2,0,B
2927,12.3,0,B
2928,12.0,0,B
2929,11.7,0,B
2930,11.5,0,B
2931,11.3,0,B
2932,11.2,0,B
2933,11.3,4,B
2934,12.2,86,B
2935,13.3,192,A
2936,14.4,282,A
2937,15.6,388,A
2938,16.4,415,B
2939,17.1,435,B
2940,17.7,491,B
2941,18.1,434,B
2942,18.4,423,B
2943,18.3,361,B
2944,18.2,264,B
2945,17.7,157,B
2946,17.0,76,B
2947,16.2,2,B
2948,15.5,0,A
2949,14.6,0,A
2950,14.2,0,B
2951,13.5,0,B
2952,12.1,0,B
2953,12.2,0,B
2954,12.1,0,B
2955,11.9,0,B
2956,11.8,0,B
2957,11.8,3,B
2958,12.3,59,B
2959,13.0,126,A
2960,13.8,202,A
2961,14.5,264,A
2962,15.1,294,A
2963,15.6,326,A
2964,16.0,365,B
2965,16.3,337,B
2966,16.5,303,B
2967,16.4,230,B
2968,16.3,201,B
2969,16.0,134,B
2970,15.3,62,A
2971,15.0,2,A
2972,14.2,0,A
2973,13.4,0,A
2974,12.6,0,B
2975,11.9,0,B
2976,11.3,0,B
2977,10.6,0,B
2978,10.3,0,B
2979,9.9,0,B
2980,9.7,0,B
2981,9.8,11,B
2982,11.5,158,B
2983,13.3,328,B
2984,14.9,451,B
2985,16.3,557,B
2986,17.7,674,B
2987,18.9,742,B
2988,19.9,791,B
2989,20.6,763,B
2990,20.9,665,B
2991,20.8,512,B
2992,20.4,403,B
2993,19.5,251,B
2994,18.4,119,B
2995,17.2,6,B
2996,16.3,0,B
2997,15.4,0,B
2998,14.4,0,B
2999,13.5,0,B
3000,13.0,0,B
3001,12.5,0,B
3002,12.2,0,B
3003,11.9,0,B
3004,11.7,0,B
3005,11.8,5,B
3006,12.7,100,B
3007,14.4,305,B
3008,16.7,605,B
3009,18.6,736,B
3010,20.2,839,B
3011,20.6,557,B
3012,19.8,275,B
3013,20.1,517,B
3014,20.5,554,B
3015,19.7,215,B
3016,18.9,172,B
3017,18.0,65,B
3018,17.0,14,B
3019,16.2,2,B
3020,15.4,0,B
3021,14.6,0,B
3022,13.8,0,B
3023,13.0,0,B
3024,12.4,0,B
3025,11.8,0,B
3026,11.5,0,B
3027,11.2,0,B
3028,11.0,0,B
3029,11.3,20,B
3030,12.5,172,B
3031,14.0,386,A
3032,15.1,448,A
3033,15.9,536,A
3034,16.7,597,B
3035,16.9,442,B
3036,17.0,448,B
3037,16.5,210,B
3038,15.7,67,A
3039,15.0,56,A
3040,14.5,51,A
3041,14.0,69,A
3042,13.5,28,A
3043,13.0,2,A
3044,12.3,0,A
3045,11.5,0,A
3046,10.6,0,B
3047,9.5,0,B
3048,9.3,0,B
3049,8.4,0,B
3050,8.0,0,B
3051,7.5,0,B
3052,7.2,0,B
3053,7.2,5,B
3054,8.2,98,B
3055,9.9,289,A
3056,11.8,495,A
3057,13.7,662,A
3058,15.1,709,A
3059,16.3,760,B
3060,16.6,554,B
3061,16.9,630,B
3062,16.8,469,B
3063,16.5,398,B
3064,16.1,366,B
3065,15.5,267,A
3066,14.6,147,A
3067,13.5,22,A
3068,12.5,0,A
3069,11.5,0,A
3070,10.5,0,B
3071,9.5,0,B
3072,9.0,0,B
3073,8.4,0,B
3074,8.1,0,B
3075,7.8,0,B
3076,7.6,0,B
3077,7.7,5,B
3078,8.4,76,B
3079,9.4,174,A
3080,10.5,280,A
3081,11.5,368,A
3082,12.3,436,A
3083,13.4,524,A
3084,14.0,494,A
3085,14.5,508,A
3086,14.7,408,A
3087,14.8,378,A
3088,14.6,287,A
3089,14.2,198,A
3090,13.5,84,A
3091,12.6,3,A
3092,11.6,0,A
3093,10.6,0,A
3094,9.6,0,B
3095,8.6,0,B
3096,7.8,0,B
3097,7.0,0,B
3098,6.5,0,B
3099,6.1,0,B
3100,5.7,0,B
3101,5.9,11,B
3102,7.0,111,B
3103,7.9,209,A
3104,9.0,312,A
3105,10.1,420,A
3106,11.3,552,A
3107,12.3,599,A
3108,13.0,595,A
3109,13.5,580,A
3110,13.7,514,A
3111,13.7,409,A
3112,13.4,304,A
3113,12.7,178,A
3114,11.9,86,A
3115,10.9,3,A
3116,10.4,0,A
3117,9.8,0,A
3118,9.3,0,B
3119,8.7,0,B
3120,8.6,0,B
3121,8.5,0,B
3122,8.4,0,B
3123,8.3,0,B
3124,8.3,0,B
3125,8.6,16,B
3126,10.4,186,B
3127,12.4,377,A
3128,14.5,596,A
3129,16.5,752,B
3130,18.4,919,B
3131,18.4,485,B
3132,18.3,459,B
3133,18.2,448,B
3134,17.8,346,B
3135,17.2,279,B
3136,16.4,174,B
3137,15.5,104,A
3138,14.6,50,A
3139,13.7,3,A
3140,12.7,0,A
3141,11.7,0,A
3142,10.8,0,B
3143,9.8,0,B
3144,8.8,0,B
3145,7.6,0,B
3146,7.2,0,B
3147,6.7,0,B
3148,6.3,0,B
3149,6.5,10,B
3150,7.1,87,B
3151,7.8,156,B
3152,8.5,248,B
3153,9.0,282,B
3154,9.5,329,B
3155,9.9,366,B
3156,10.3,411,B
3157,10.6,427,B
3158,10.8,397,B
3159,10.8,320,B
3160,10.6,227,B
3161,10.2,159,B
3162,9.7,64,B
3163,8.4,3,B
3164,8.5,0,B
3165,7.9,0,B
3166,7.3,0,B
3167,6.7,0,B
3168,6.5,0,B
3169,6.4,0,B
3170,6.3,0,B
3171,6.2,0,B
3172,6.1,0,B
3173,6.5,15,B
3174,8.2,157,B
3175,10.1,314,B
3176,12.0,463,B
3177,13.8,591,B
3178,15.4,708,B
3179,16.8,770,B
3180,17.9,805,B
3181,18.8,781,B
3182,19.2,687,B
3183,19.3,613,B
3184,19.1,469,B
3185,18.3,315,B
3186,17.2,161,B
3187,15.8,16,B
3188,14.6,0,B
3189,13.5,0,B
3190,12.3,0,B
3191,11.2,0,B
3192,10.3,0,B
3193,9.2,0,B
3194,8.7,0,B
3195,8.1,0,B
3196,7.8,0,B
3197,8.1,21,B
3198,9.6,200,B
3199,11.3,400,A
3200,13.1,617,A
3201,14.8,797,A
3202,16.2,893,B
3203,15.8,414,A
3204,15.3,371,A
3205,14.9,366,A
3206,14.5,360,A
3207,14.0,293,A
3208,13.4,211,A
3209,12.7,149,A
3210,11.9,80,A
3211,11.1,9,A
3212,10.7,0,A
3213,10.2,0,A
3214,9.7,0,B
3215,9.3,0,B
3216,9.2,0,B
3217,9.1,0,B
3218,9.0,0,B
3219,8.9,0,B
3220,8.9,0,B
3221,9.3,18,B
3222,11.1,161,B
3223,13.1,330,A
3224,15.1,486,A
3225,16.7,582,B
3226,18.2,670,B
3227,19.5,732,B
3228,20.5,778,B
3229,21.3,766,B
3230,21.8,697,B
3231,21.9,600,B
3232,21.6,457,B
3233,20.9,317,B
3234,19.8,167,B
3235,18.5,19,B
3236,17.3,0,B
3237,16.2,0,B
3238,15.1,0,B
3239,14.0,0,B
3240,13.1,0,B
3241,12.2,0,B
3242,11.6,0,B
3243,11.1,0,B
3244,10.7,0,B
3245,10.7,4,B
3246,10.8,15,B
3247,11.5,122,A
3248,12.4,200,A
3249,13.9,417,A
3250,15.0,469,A
3251,16.6,699,B
3252,17.4,593,B
3253,18.3,668,B
3254,18.1,389,B
3255,18.2,382,B
3256,18.4,493,B
3257,18.3,356,B
3258,17.8,211,B
3259,16.8,36,B
3260,16.0,0,B
3261,15.1,0,A
3262,14.3,0,B
3263,13.4,0,B
3264,13.0,0,B
3265,12.6,0,B
3266,12.3,0,B
3267,12.1,0,B
3268,11.9,0,B
3269,12.1,10,B
3270,13.0,85,B
3271,14.0,192,A
3272,15.1,292,A
3273,16.0,342,B
3274,16.6,372,B
3275,17.3,456,B
3276,18.0,473,B
3277,18.3,389,B
3278,18.5,408,B
3279,18.0,301,B
3280,18.2,229,B
3281,17.7,147,B
3282,17.1,64,B
3283,16.4,4,B
3284,15.4,0,A
3285,14.3,0,A
3286,13.4,0,B
3287,12.5,0,B
3288,11.7,0,B
3289,10.8,0,B
3290,10.3,0,B
3291,9.8,0,B
3292,9.5,0,B
3293,9.8,16,B
3294,10.9,121,B
3295,12.1,246,A
3296,13.4,372,A
3297,14.7,515,A
3298,15.9,577,A
3299,16.7,587,B
3300,17.3,609,B
3301,17.7,570,B
3302,17.9,538,B
3303,17.9,425,B
3304,17.6,347,B
3305,17.0,247,B
3306,16.2,113,B
3307,15.1,4,A
3308,14.1,0,A
3309,13.0,0,A
3310,11.9,0,B
3311,10.9,0,B
3312,10.3,0,B
3313,9.6,0,B
3314,9.2,0,B
3315,8.8,0,B
3316,8.5,0,B
3317,9.0,26,B
3318,11.0,202,B
3319,13.1,384,B
3320,15.2,563,B
3321,17.1,720,B
3322,18.9,846,B
3323,20.4,923,B
3324,21.6,953,B
3325,22.4,925,B
3326,22.9,849,B
3327,23.0,725,B
3328,22.6,568,B
3329,21.7,387,B
3330,20.4,204,B
3331,18.7,26,B
3332,17.8,0,B
3333,16.9,0,B
3334,16.1,0,B
3335,15.2,0,B
3336,14.9,0,B
3337,14.5,0,B
3338,14.3,0,B
3339,14.1,0,B
3340,13.9,0,B
3341,14.5,26,B
3342,16.3,174,B
3343,18.0,305,B
3344,19.7,459,B
3345,21.3,574,B
3346,22.7,658,B
3347,24.0,742,B
3348,25.1,804,B
3349,26.0,798,B
3350,26.4,689,B
3351,26.5,610,B
3352,26.3,491,B
3353,25.6,310,B
3354,24.5,162,B
3355,23.1,19,B
3356,22.0,0,B
3357,20.9,0,B
3358,19.7,0,B
3359,18.6,0,B
3360,17.6,0,B
3361,16.6,0,B
3362,16.0,0,B
3363,15.7,0,B
3364,15.6,0,B
3365,15.9,23,B
3366,16.2,59,B
3367,16.8,133,B
3368,17.8,281,B
3369,18.7,351,B
3370,19.3,347,B
3371,20.4,569,B
3372,20.9,430,B
3373,21.7,573,B
3374,22.2,554,B
3375,22.5,463,B
3376,22.5,374,B
3377,21.8,84,B
3378,21.0,17,B
3379,19.9,6,B
3380,19.7,0,B
3381,19.0,0,B
3382,18.3,0,B
3383,17.7,0,B
3384,17.3,0,B
3385,17.0,0,B
3386,16.7,0,B
3387,16.2,0,B
3388,14.6,0,B
3389,15.6,8,B
3390,16.1,28,B
3391,16.9,58,B
3392,17.3,80,B
3393,17.6,99,B
3394,17.8,123,B
3395,18.0,132,B
3396,18.2,152,B
3397,18.3,144,B
3398,18.1,127,B
3399,18.2,110,B
3400,17.8,84,B
3401,18.3,61,B
3402,18.0,28,B
3403,17.7,7,B
3404,17.6,0,B
3405,17.2,0,B
3406,16.6,0,B
3407,16.3,0,B
3408,15.7,0,B
3409,15.6,0,B
3410,15.4,0,B
3411,15.3,0,B
3412,15.3,0,B
3413,15.5,20,B
3414,16.1,91,B
3415,17.2,230,B
3416,17.5,159,B
3417,17.8,161,B
3418,18.7,395,B
3419,19.4,371,B
3420,19.9,369,B
3421,20.5,465,B
3422,20.6,277,B
3423,20.4,172,B
3424,19.9,52,B
3425,19.5,93,B
3426,19.0,18,B
3427,17.5,9,B
3428,17.7,0,B
3429,17.0,0,B
3430,16.3,0,B
3431,15.5,0,B
3432,14.7,0,B
3433,13.8,0,B
3434,13.3,0,B
3435,13.0,0,B
3436,12.9,0,B
3437,13.2,29,B
3438,13.7,83,B
3439,14.2,123,A
3440,15.6,348,A
3441,16.6,376,B
3442,17.7,502,B
3443,18.2,407,B
3444,18.7,409,B
3445,19.4,567,B
3446,19.9,547,B
3447,20.0,401,B
3448,19.8,263,B
3449,19.4,182,B
3450,18.7,76,B
3451,17.9,6,B
3452,17.2,0,B
3453,16.5,0,B
3454,15.6,0,B
3455,15.1,0,B
3456,14.8,0,B
3457,14.4,0,B
3458,14.2,0,B
3459,14.1,0,B
3460,14.1,0,B
3461,14.4,22,B
3462,14.9,77,B
3463,15.5,116,A
3464,16.4,232,B
3465,17.3,304,B
3466,18.2,381,B
3467,19.2,446,B
3468,19.7,387,B
3469,20.1,383,B
3470,20.3,373,B
3471,20.4,321,B
3472,20.1,206,B
3473,19.3,170,B
3474,19.6,76,B
3475,19.0,6,B
3476,18.4,0,B
3477,17.1,0,B
3478,15.9,0,B
3479,14.6,0,B
3480,13.4,0,B
3481,12.1,0,B
3482,11.4,0,B
3483,10.9,0,B
3484,10.8,0,B
3485,11.6,68,B
3486,13.1,224,B
3487,15.1,411,B
3488,17.1,589,B
3489,19.1,746,B
3490,21.0,864,B
3491,22.6,940,B
3492,23.9,963,B
3493,24.8,937,B
3494,25.4,860,B
3495,25.6,739,B
3496,25.4,585,B
3497,24.6,407,B
3498,23.4,223,B
3499,22.0,68,B
3500,20.4,0,B
3501,18.6,0,B
3502,16.8,0,B
3503,15.0,0,B
3504,13.9,0,B
3505,12.7,0,B
3506,12.0,0,B
3507,11.5,0,B
3508,11.4,0,B
3509,12.2,70,B
3510,13.8,228,B
3511,15.8,415,B
3512,17.9,599,B
3513,20.0,758,B
3514,21.9,879,B
3515,23.5,957,B
3516,24.9,984,B
3517,25.8,958,B
3518,26.4,881,B
3519,26.7,760,B
3520,26.5,603,B
3521,25.7,422,B
3522,24.5,234,B
3523,23.0,74,B
3524,21.5,0,B
3525,19.8,0,B
3526,18.2,0,B
3527,16.6,0,B
3528,15.7,0,B
3529,14.8,0,B
3530,14.3,0,B
3531,14.0,0,B
3532,14.0,0,B
3533,14.8,68,B
3534,16.3,220,B
3535,18.1,401,B
3536,20.0,582,B
3537,22.0,739,B
3538,23.7,862,B
3539,25.3,940,B
3540,26.6,969,B
3541,27.6,946,B
3542,28.2,873,B
3543,28.5,754,B
3544,28.5,597,B
3545,28.0,417,B
3546,27.0,231,B
3547,25.8,74,B
3548,24.5,0,B
3549,22.5,0,B
3550,20.4,0,B
3551,18.4,0,B
3552,16.3,0,B
3553,14.1,0,B
3554,12.9,0,B
3555,12.1,0,B
3556,11.9,0,B
3557,12.5,62,B
3558,13.8,202,B
3559,15.3,367,A
3560,16.9,532,B
3561,18.6,676,B
3562,20.1,785,B
3563,21.4,854,B
3564,22.4,880,B
3565,23.1,851,B
3566,23.6,782,B
3567,23.7,680,B
3568,23.5,541,B
3569,22.8,376,B
3570,21.8,211,B
3571,20.5,68,B
3572,19.1,0,B
3573,17.4,0,B
3574,15.7,0,B
3575,14.0,0,B
3576,13.3,0,B
3577,12.5,0,B
3578,12.1,0,B
3579,11.8,0,B
3580,11.7,0,B
3581,12.2,42,B
3582,13.3,146,B
3583,14.8,296,A
3584,16.4,426,B
3585,17.5,442,B
3586,18.5,489,B
3587,18.9,412,B
3588,19.6,533,B
3589,20.1,504,B
3590,20.6,575,B
3591,20.9,520,B
3592,20.9,409,B
3593,20.9,381,B
3594,20.4,226,B
3595,19.5,82,B
3596,18.5,1,B
3597,17.1,0,B
3598,15.8,0,B
3599,14.5,0,B
3600,13.7,0,B
3601,12.8,0,B
3602,12.3,0,B
3603,12.0,0,B
3604,11.9,0,B
3605,12.5,56,B
3606,13.3,126,B
3607,14.7,290,A
3608,16.7,508,B
3609,18.9,726,B
3610,21.5,984,B
3611,21.5,427,B
3612,21.2,343,B
3613,20.2,193,B
3614,20.4,428,B
3615,20.6,455,B
3616,20.5,389,B
3617,20.3,332,B
3618,19.8,243,B
3619,18.9,87,B
3620,17.9,2,B
3621,16.8,0,B
3622,15.7,0,B
3623,14.6,0,B
3624,14.2,0,B
3625,13.8,0,B
3626,13.6,0,B
3627,13.5,0,B
3628,13.4,0,B
3629,13.9,64,B
3630,14.7,117,B
3631,15.7,270,A
3632,16.7,349,B
3633,17.2,310,B
3634,18.5,667,B
3635,19.8,791,B
3636,20.4,603,B
3637,20.5,392,B
3638,19.7,77,B
3639,19.0,66,B
3640,18.4,52,B
3641,17.8,37,B
3642,17.2,20,B
3643,16.8,7,B
3644,15.7,0,A
3645,15.9,0,A
3646,15.3,0,B
3647,14.8,0,B
3648,14.1,0,B
3649,13.4,0,B
3650,12.9,0,B
3651,12.6,0,B
3652,12.5,0,B
3653,13.2,57,B
3654,14.1,143,B
3655,15.7,329,B
3656,17.5,485,B
3657,18.6,490,B
3658,19.1,408,B
3659,19.2,391,B
3660,19.9,508,B
3661,20.3,481,B
3662,20.4,392,B
3663,20.6,463,B
3664,20.3,307,B
3665,20.2,316,B
3666,19.8,255,B
3667,19.1,86,B
3668,18.2,1,B
3669,16.8,0,B
3670,15.4,0,B
3671,14.0,0,B
3672,13.1,0,B
3673,12.3,0,B
3674,11.8,0,B
3675,11.4,0,B
3676,11.4,0,B
3677,12.1,60,B
3678,13.3,182,B
3679,14.8,328,B
3680,16.3,468,B
3681,17.9,593,B
3682,19.3,689,B
3683,20.6,750,B
3684,21.6,776,B
3685,22.3,757,B
3686,22.8,694,B
3687,23.0,601,B
3688,22.9,478,B
3689,22.4,338,B
3690,21.5,191,B
3691,20.4,64,B
3692,19.2,0,B
3693,17.3,0,B
3694,15.4,0,B
3695,13.6,0,B
3696,12.1,0,B
3697,10.5,0,B
3698,9.7,0,B
3699,9.1,0,B
3700,9.0,0,B
3701,9.8,85,B
3702,11.1,253,B
3703,12.7,451,A
3704,14.4,669,A
3705,16.2,849,B
3706,17.7,949,B
3707,17.5,434,B
3708,17.2,433,B
3709,16.8,375,B
3710,16.4,348,B
3711,15.9,304,A
3712,15.4,278,A
3713,14.8,187,A
3714,14.0,113,A
3715,13.2,39,A
3716,12.4,0,A
3717,11.7,0,A
3718,11.1,0,B
3719,10.5,0,B
3720,10.4,0,B
3721,10.7,0,B
3722,10.8,0,B
3723,10.8,0,B
3724,10.9,0,B
3725,11.6,55,B
3726,12.0,71,B
3727,13.3,237,A
3728,14.6,337,A
3729,15.2,289,A
3730,17.5,768,B
3731,17.5,265,B
3732,18.6,621,B
3733,19.9,787,B
3734,21.2,908,B
3735,21.6,550,B
3736,21.0,211,B
3737,20.3,144,B
3738,19.4,51,B
3739,18.6,31,B
3740,17.8,0,B
3741,16.6,0,B
3742,15.4,0,B
3743,14.2,0,B
3744,12.7,0,B
3745,11.1,0,B
3746,10.2,0,B
3747,9.6,0,B
3748,9.5,0,B
3749,10.1,60,B
3750,11.2,184,B
3751,12.6,336,A
3752,14.0,483,A
3753,15.5,609,A
3754,16.8,713,B
3755,18.0,783,B
3756,19.0,793,B
3757,19.6,780,B
3758,20.1,716,B
3759,20.2,617,B
3760,20.0,491,B
3761,19.5,345,B
3762,18.5,192,B
3763,17.4,65,B
3764,16.2,0,B
3765,14.8,0,A
3766,13.3,0,B
3767,11.8,0,B
3768,11.1,0,B
3769,10.3,0,B
3770,9.8,0,B
3771,9.5,0,B
3772,9.5,0,B
3773,10.0,51,B
3774,11.1,162,B
3775,12.4,286,A
3776,13.7,410,A
3777,15.1,511,A
3778,16.3,600,B
3779,17.3,636,B
3780,18.2,662,B
3781,18.8,647,B
3782,19.2,591,B
3783,19.3,515,B
3784,19.2,416,B
3785,18.7,288,B
3786,18.0,166,B
3787,17.0,55,B
3788,16.0,0,B
3789,14.8,0,A
3790,13.6,0,B
3791,12.4,0,B
3792,11.6,0,B
3793,10.8,0,B
3794,10.4,0,B
3795,10.1,0,B
3796,10.0,0,B
3797,10.5,37,B
3798,11.4,135,B
3799,12.4,215,A
3800,12.8,246,A
3801,13.4,194,A
3802,13.9,274,A
3803,14.2,300,A
3804,15.1,491,A
3805,15.7,471,A
3806,16.5,555,B
3807,17.0,523,B
3808,17.4,509,B
3809,17.7,478,B
3810,17.5,276,B
3811,16.9,99,B
3812,16.0,4,B
3813,15.2,0,A
3814,14.3,0,B
3815,13.5,0,B
3816,13.0,0,B
3817,12.4,0,B
3818,12.1,0,B
3819,11.9,0,B
3820,11.9,1,B
3821,12.5,44,B
3822,12.8,80,B
3823,13.3,108,B
3824,13.8,190,B
3825,14.4,328,B
3826,16.2,462,B
3827,17.1,451,B
3828,17.9,502,B
3829,18.5,477,B
3830,19.1,518,B
3831,19.1,288,B
3832,18.8,230,B
3833,18.5,179,B
3834,18.4,274,B
3835,17.9,99,B
3836,17.2,5,B
3837,15.8,0,B
3838,14.3,0,B
3839,12.8,0,B
3840,11.6,0,B
3841,10.2,0,B
3842,9.4,0,B
3843,8.9,0,B
3844,8.8,0,B
3845,9.6,80,B
3846,11.1,235,B
3847,13.0,419,B
3848,14.9,599,B
